"yr","Type","estimation","total","total.lcl","total.ucl","Dassen.Island","Robben.Island","Boulders","Stony.Point","Dyer.Island","St.Croix.Island","Bird.Island","Mercury","Ichaboe","Halifax","Possession"
1989,"census","fit",49776.8933723114,35976.3217656158,78963.7016908702,8216.15764514243,860.178447093432,38.6094994334802,68.0338476329063,10119.0520413039,19264.2128868007,2933.16162676393,3327.6905021617,2311.48781354807,875.591450753413,779.350851793011
1990,"census","fit",48746.9604648205,36117.0036289937,76544.7971883356,8479.03085447486,1274.06302638731,56.5008917621212,85.4425087719797,8291.69718161241,19284.5048046057,3583.28001731504,3528.51326325294,1988.94501887903,1009.26840577659,707.662579435616
1991,"census","fit",47582.0074498399,35993.8707015941,71628.1574967163,8843.44097795182,1821.85621812176,123.313524021094,75.5856096248603,6353.32288286356,19413.9671553817,3263.21861196111,3550.57398829278,2190.91972619743,846.634847191654,689.632446299225
1992,"census","fit",47049.6991981953,37509.9480939091,64547.8120005171,7636.6273933145,2022.05240806945,160.702580440776,56.9140839099772,6772.8911466062,19234.1162442687,3585.87331347456,3562.18899420441,2412.16462692009,704.474728137905,675.488076543928
1993,"census","fit",42198.3646674281,37906.0270537455,47311.9946246183,7392.89476775085,2207.99589209031,239.969863437713,41.7706165300282,2783.36395046648,19390.6070120279,2437.79933432498,3497.20215682944,2646.35607677768,702.302489044893,719.567546505215
1994,"census","fit",44386.0225769129,35267.84133403,60240.7062119001,9230.8077471044,2694.61123617988,346.736209456526,44.324269979657,4388.76703831088,18352.897871016,2892.08442144953,2232.20678047737,2771.64548199838,660.453548981659,530.803187737113
1995,"census","fit",44286.1943881326,34516.2093470851,64707.0867613753,9712.97257882892,2379.97958992578,370.092430107121,50.2566928428952,4168.30963780728,17448.6739197161,3437.57248850694,2268.42748062233,3209.29907107972,479.596208529363,591.221724637425
1996,"census","fit",41430.5677600194,31810.8015223838,62325.1961524257,9466.26208539784,3036.02488087826,430.41167041492,56.4686053441112,3298.96907712763,16507.6954355249,2454.83271342073,2398.32584847776,2617.37791512377,396.075286662672,506.336600099307
1997,"census","fit",38879.8775551736,30203.2957298616,56879.7809290865,8928.9458671843,3325.96856949954,678.324395217606,64.3922971307304,2719.25569511213,15731.8307185766,1758.25702398481,2658.12181908587,1928.07581026217,428.488620269858,505.861269615262
1998,"census","fit",40307.1824197648,32843.2606713585,52997.3242826285,11051.3032486162,3527.73650667947,590.085671235563,72.5310813917669,2051.46214164272,14834.8471750343,2570.96715500356,2873.59668183886,1605.72452037091,446.108815722134,469.21210797152
1999,"census","fit",46293.589210793,42041.2301552121,51002.5255657922,14882.1236644421,4386.40328479678,875.959991260923,85.7902625002947,2318.92865380675,14204.6800095291,3758.13162848565,3002.32959214449,1690.4441372409,480.654711051718,465.533609541955
2000,"census","fit",50342.1021723437,45763.1919794785,55506.3097444434,17132.2808296203,5380.734280623,950.643954909735,102.675232201937,2218.50707647405,15221.9275482119,4126.95198119257,2819.54245523099,1438.11199896543,390.77992047794,368.339199810993
2001,"census","fit",57746.6970607238,52406.1887244145,63765.9364150303,21080.0431536967,6357.10181632557,1045.06459387725,110.457743301705,2102.55162962034,16262.623756684,4863.28768059333,2694.36541544858,2158.0404445509,505.045459972073,366.112207159647
2002,"census","fit",54069.0943709409,47106.6281827874,63162.7964595843,22303.3918910287,6937.31926793268,1077.3093242616,115.518810415207,2126.0584768184,12390.865023596,2335.66033375236,3311.47247223355,2154.0073105121,510.647856470982,400.655731042913
2003,"census","fit",46367.2820051254,42029.5168426601,51780.8576990481,20723.2495070689,6194.37338730339,1049.93874168412,120.585693822945,1969.66239679397,9401.79968866521,1128.65724927778,2748.41093976571,1996.6759442044,542.301911542288,381.021877286798
2004,"census","fit",51565.1670325574,46363.3221102602,57471.4171763847,24188.2900333329,7571.38882757023,1182.97871778744,105.843664041835,2178.40873533339,9318.3223710999,2704.83325104916,2129.68501726228,951.183294696206,651.562534976902,440.057302230273
2005,"census","fit",44675.3627042008,40352.2690299709,49707.4804104255,21747.6782963856,7055.48247906069,1206.20688936147,181.80223381854,2059.40928956866,4716.04150516444,3101.30526886849,2357.15804350518,1024.2842834408,613.331912849742,457.658103290735
2006,"census","fit",36720.5125500428,33484.1212679428,40319.1526990364,13711.3116239556,5971.30018575323,1063.61594928929,255.805070932466,2007.97934187808,7327.55456242173,2692.2364542423,1883.29926530112,709.838889464945,591.466553210264,372.494804146463
2007,"census","fit",29721.3512751079,27096.1497312549,32712.0375228934,11232.0296227849,5741.57599948088,848.113545998541,264.442647054949,1555.74073308821,4821.69262980503,1581.08800210973,2091.17325739544,453.814310574111,575.425582550919,451.105384543283
2008,"census","fit",27722.9237071739,25565.7865192716,30136.5206092424,6032.84658286448,4131.08282143854,889.343547579628,317.547792224896,1568.957962983,7320.08235376446,2616.08367382738,3013.39140817262,588.926628465178,644.947173478784,481.396443969121
2009,"census","fit",24600.927115754,22670.7533773074,26828.9561445955,5192.61953639331,2551.67052316208,733.853896322562,468.861080986268,1296.65334677145,6944.79786272123,2626.33565154056,2658.21616118251,614.808026153705,821.06055100309,600.770630320882
2010,"census","fit",25749.5020622545,22271.3116877231,30737.3218399228,4837.40208514886,2539.8424715049,889.063366533626,505.871507735541,1393.60902482158,7586.95885499702,2617.7436309036,3117.51094312579,647.86085651165,841.315735477868,597.55148441519
2011,"census","fit",24585.2359249561,22546.9222734329,26822.4604134007,3840.5700086898,1853.62750616487,692.667872290509,1107.22594146235,1034.0766721953,8235.70265197331,2614.76509671887,3115.81737631065,579.097437750633,776.7881929599,620.130408926154
2012,"census","fit",23124.8012616772,21395.7179288854,25035.4628524592,2756.11563414516,1652.24271314024,791.261668999167,1767.56196614204,1267.4343195949,6857.07875135309,2726.37909095582,3275.2427360862,557.943439673809,758.413816651262,628.705363361713
2013,"census","fit",21876.8582889105,20127.1576777518,23826.3893959571,2585.45512236401,1357.22560550656,600.369044659145,2013.33549468126,1246.2209195936,7655.1096608421,1138.7387765955,3015.86612386407,603.655792840174,844.833413089912,726.61326718858
2014,"census","fit",23390.6648964584,21555.1287346834,25512.7138869636,2077.94753730104,1061.0297745348,919.58223766579,2076.58219888626,1162.11790764598,8470.90623358966,2600.27818265746,2512.65763172407,650.369517711252,894.71481858026,872.330986904676
2015,"census","fit",23754.9738769444,21960.877852749,25769.4631765457,2106.36528497556,1213.73875327161,966.591749324891,2469.84548828666,1173.43598938653,7539.16275301276,2794.28192377023,2641.52910581177,503.461958385077,1069.95189147017,1168.87483688742
2016,"census","fit",22447.1111129605,19950.6143539296,25873.8768591734,1886.24448580737,1350.96401771006,879.27077819229,2337.34546606986,1314.69385311165,6230.79788917044,2612.88555182056,2694.9992217363,497.277556512988,1097.06770978505,1211.78884823134
2017,"census","fit",21672.0713484557,18673.1493215198,26780.3809068741,1910.05385939293,1452.54814376205,872.599850765356,1868.17554824485,975.489701921815,6140.17140238044,2280.04408435259,2761.38319783859,490.531985668275,1122.50426868473,1243.18571589049
2018,"census","prj",22458.6704109085,19305.7566780171,27924.4646335818,1818.36272352917,1666.36277018689,1030.25567648123,2293.77549571209,897.663664153148,6008.88593647883,2366.20452900021,2831.33022707344,485.054105445016,1156.786650395,1289.49656997645
