"yr","Type","estimation","total","total.lcl","total.ucl","Dassen.Island","Robben.Island","Boulders","Stony.Point","Dyer.Island","St.Croix.Island","Bird.Island","Mercury","Ichaboe","Halifax","Possession"
1995,"census","fit",44279.409667911,34474.2749611772,65194.8625004423,9712.16395647127,2369.71663722047,369.886337852722,50.2525750775296,4171.9613264078,17412.8288992857,3441.84589958639,2272.6717449318,3208.502652184,479.507364433109,588.766605345171
1996,"census","fit",41481.3387517727,32067.0853852437,62624.0582575109,9469.08095321956,3041.49555104605,430.097468028436,56.8879149730485,3293.48075891202,16554.7211590729,2476.26660950081,2397.16078163993,2615.42541494902,396.092632918339,507.16040848316
1997,"census","fit",38885.039693838,30179.6449981157,58182.2158329414,8920.15755934135,3322.47368217555,678.603296754097,64.5272533947057,2716.73434548827,15722.2672618873,1763.24078358349,2653.16017685422,1930.5262604095,427.749309046913,506.492696558012
1998,"census","fit",40551.0310605984,32923.8249760223,54174.0975904967,11030.3112659451,3530.54080634761,590.396878780418,72.5260556759885,2059.56838712319,14988.9630387056,2567.42103460829,2873.01683021702,1601.73742068736,445.615950725315,469.898674146014
1999,"census","fit",46331.3489925842,42118.9675361758,51042.902028269,14874.4008095127,4386.36575502127,875.14105178891,86.0391914751901,2323.85397249377,14214.9053738638,3753.39057596872,3003.41768337178,1683.59753441246,480.56105211755,464.531888634463
2000,"census","fit",50340.9638240473,45795.8469529892,55534.2863692402,17125.1223294297,5394.76898664828,950.071849082371,102.934323937624,2217.36805475995,15205.6704934036,4126.10975141337,2831.3051820487,1437.51845041833,390.471046343579,368.858142784466
2001,"census","fit",57786.4851593781,52399.3229927734,63933.8513747064,21045.7626633691,6363.50455115041,1045.3255464639,110.613804480225,2103.88275905349,16378.7686924771,4840.3663084579,2688.46077598545,2153.79807860853,504.446847405465,366.083936726582
2002,"census","fit",54162.7479739726,47284.9514150538,63179.6610944909,22337.3854326892,6927.89031663307,1076.41158813293,115.528183364949,2119.30971501419,12413.3942267213,2339.43965682924,3309.5065095126,2164.0853789593,511.955448113631,399.312532538961
2003,"census","fit",46368.5300999436,41904.3138627407,51693.4989895802,20748.1356553015,6185.03340631498,1051.42665464065,120.540866347578,1968.30347914702,9413.3087058425,1127.32567144149,2756.70761168598,2000.22622060974,541.347280584543,380.450732072421
2004,"census","fit",51600.1927829961,46417.4997269443,57548.2622793435,24176.3754488236,7544.93620396761,1182.06714264023,105.98212685522,2179.04823148637,9340.15191635646,2710.3219154461,2123.36278998261,949.965017022096,651.358075762739,440.386112327098
2005,"census","fit",44706.287908135,40282.0975648367,49839.3414034455,21756.555109481,7073.16630916436,1208.06665465303,181.790227505966,2062.50122514842,4722.59814060623,3098.87861950465,2357.03605269771,1025.0160488411,613.649753628953,456.533847134885
2006,"census","fit",36730.5315300289,33502.7710647421,40493.7294501468,13723.4419725009,5954.68218900113,1063.03985861859,255.61944196823,2001.60855551783,7320.51269375393,2699.01342043693,1887.10727805585,708.727728676672,594.13587897865,372.881344645281
2007,"census","fit",29717.6964314229,27083.694770638,32795.8715107863,11241.7416153166,5741.45667067129,851.682229876787,264.810827275823,1557.96061232583,4814.32197420433,1581.10459728258,2089.74753096124,453.203434608239,574.852260676144,451.807582858046
2008,"census","fit",27727.664228972,25562.7717499033,30230.4465508564,6041.81806745813,4134.23260132925,890.793875917936,317.751772655764,1567.83949745148,7320.29588529331,2607.29604260968,3015.63763004382,589.380033074876,643.822319668064,481.124091660147
2009,"census","fit",24599.8892776148,22678.5943335371,26865.8949324127,5185.28339824733,2550.98320521554,736.506532394616,468.941126227759,1298.64404131426,6945.19394879677,2621.23418263958,2652.68704849099,615.9867216893,822.436300762559,600.757800672297
2010,"census","fit",25710.0188484822,22198.1387201015,30883.2716203708,4821.66283999125,2534.66186446171,887.883445652875,505.307862069023,1391.14872733021,7561.89584984787,2616.37873318939,3114.41410532902,648.901813835271,842.032676829563,596.656171058183
2011,"census","fit",24564.7003958753,22601.3526557536,26854.7998576627,3854.19954900402,1855.05733888618,693.701817548377,1108.90297940501,1035.13194933665,8229.6085392729,2613.11047931677,3111.18540151363,582.843191593927,777.547924691992,620.716880140786
2012,"census","fit",23135.0404811083,21413.0530925853,25058.1613444212,2758.94838304254,1655.90756713755,795.235464713835,1777.33762935651,1264.73727168636,6841.17007057575,2720.82125190207,3275.76484104261,559.155393059473,759.747383836646,628.183678131231
2013,"census","fit",21883.3197450336,20128.5822613148,23937.074427366,2590.85283663571,1357.18421645865,601.307133733878,2009.14698578752,1242.49517335716,7667.60888651623,1141.19013358958,3019.88837880606,605.375184400885,844.257681475076,727.988417780926
2014,"census","fit",23378.6740186738,21481.2880720344,25502.6939732528,2078.05957820354,1063.1816270308,919.886452505425,2075.08873523194,1159.37177358809,8465.52016692591,2601.44074928714,2515.68169172832,649.459231826664,896.291885499947,871.571281127331
2015,"census","fit",23771.3416814825,21949.2282010094,25830.9709541697,2105.53824167096,1213.75229263193,967.151451674865,2477.05439790539,1177.21626913424,7554.04691270547,2798.70967479217,2636.50929364052,501.297984837767,1072.62863859795,1169.03190976457
2016,"census","fit",22684.7521901546,20113.2413435277,26050.6328747517,1875.53263334047,1357.07894512206,895.966313053927,2453.26396728196,1341.74445712336,6224.15806933834,2666.93163611636,2704.52191975252,495.502960449697,1107.35108200088,1210.44914042569
2017,"census","prj",23619.4139056937,20918.3081283364,27208.9650267237,1781.11528857077,1561.4294348022,1064.615780779,3052.31117894322,1242.43027016624,6093.59280255985,2780.71851636305,2769.58350270679,489.51025846438,1139.13290057605,1255.3017596534
