"assessment","scenario","name","yr","Type","estimation","mu","lcl","ucl"
"MLS","s1","JPN_NE",1994,"relative","fit",0.612937884637564,0.859475972941521,0.859475972941521
"MLS","s1","JPN_NE",1995,"relative","fit",0.636137787128933,0.957728481943847,0.957728481943847
"MLS","s1","JPN_NE",1996,"relative","fit",0.676708800281985,0.996206179829933,0.996206179829933
"MLS","s1","JPN_NE",1997,"relative","fit",0.52192949300465,0.755762897137119,0.755762897137119
"MLS","s1","JPN_NE",1998,"relative","fit",0.369480865132234,0.542774098426906,0.542774098426906
"MLS","s1","JPN_NE",1999,"relative","fit",0.357661282092031,0.530880380128669,0.530880380128669
"MLS","s1","JPN_NE",2000,"relative","fit",0.309850105076009,0.46643189998864,0.46643189998864
"MLS","s1","JPN_NE",2001,"relative","fit",0.315428399040431,0.471807730736198,0.471807730736198
"MLS","s1","JPN_NE",2002,"relative","fit",0.34992178575877,0.513475086225544,0.513475086225544
"MLS","s1","JPN_NE",2003,"relative","fit",0.262020574933924,0.393680693905214,0.393680693905214
"MLS","s1","JPN_NE",2004,"relative","fit",0.226013326004029,0.330603006081322,0.330603006081322
"MLS","s1","JPN_NE",2005,"relative","fit",0.159267651463892,0.237041065264539,0.237041065264539
"MLS","s1","JPN_NE",2006,"relative","fit",0.149232269133356,0.21649005864656,0.21649005864656
"MLS","s1","JPN_NE",2007,"relative","fit",0.103731289355774,0.15207690835687,0.15207690835687
"MLS","s1","JPN_NE",2008,"relative","fit",0.165105043833991,0.229854116795174,0.229854116795174
"MLS","s1","JPN_NE",2009,"relative","fit",0.109497568945757,0.15708199997649,0.15708199997649
"MLS","s1","JPN_NE",2010,"relative","fit",0.190630256763695,0.27219512399662,0.27219512399662
"MLS","s1","JPN_NE",2011,"relative","fit",0.201459813628116,0.309228019558924,0.309228019558924
"MLS","s1","JPN_NE",2012,"relative","fit",0.200401490807629,0.302985716568857,0.302985716568857
"MLS","s1","JPN_NE",2013,"relative","fit",0.295190243423687,0.43134878952457,0.43134878952457
"MLS","s1","JPN_NE",2014,"relative","fit",0.222543429718348,0.333638779428658,0.333638779428658
"MLS","s1","JPN_NE",2015,"relative","fit",0.16835657308864,0.256402402603402,0.256402402603402
"MLS","s1","JPN_NE",2016,"relative","fit",0.20433015327435,0.307966839710385,0.307966839710385
"MLS","s1","JPN_NE",2017,"relative","fit",0.163113510715551,0.25459411084224,0.25459411084224
"MLS","s1","JPN_NE",2018,"relative","prj",0.15446893440733,0.243658486911334,0.243658486911334
"MLS","s1","JPN_NE",2019,"relative","prj",0.146407446744801,0.23344832111011,0.23344832111011
